REGION,SETTLEMENTDATE,TOTALDEMAND,RRP_MWh,PERIODTYPE,RRP_KWh,max rrp,min rrp,min Totaldemand,max totaldemand
NSW1,14/2/18 14:30,11682.29,119.91,TRADE,0.11991,,,,
NSW1,14/2/18 15:00,12057.75,116.34,TRADE,0.11634,,,,
NSW1,14/2/18 15:30,12427.63,99.35,TRADE,0.09935,,,,
NSW1,14/2/18 16:00,12679.9,107.99,TRADE,0.10799,,,,
NSW1,14/2/18 16:30,12766.55,110.89,TRADE,0.11089,,,,
NSW1,14/2/18 17:00,12846.15,96.98,TRADE,0.09698,,,,
NSW1,14/2/18 17:30,12753.25,100.01,TRADE,0.10001,,,,
NSW1,14/2/18 18:00,12620.28,79.34,TRADE,0.07934,,,,
NSW1,14/2/18 18:30,12286.53,107.77,TRADE,0.10777,,,,
NSW1,14/2/18 19:00,11887.37,85.48,TRADE,0.08548,,,,
NSW1,14/2/18 19:30,11685.88,92.16,TRADE,0.09216,,,,
NSW1,14/2/18 20:00,11354.88,113.51,TRADE,0.11351,,,,
NSW1,14/2/18 20:30,10821.68,104.33,TRADE,0.10433,,,,
NSW1,14/2/18 21:00,10145.4,81.7,TRADE,0.0817,,,,
NSW1,14/2/18 21:30,9670.45,69.96,TRADE,0.06996,,,,
NSW1,14/2/18 22:00,9157.85,69.93,TRADE,0.06993,,,,
NSW1,14/2/18 22:30,8795.72,68.11,TRADE,0.06811,,,,
NSW1,14/2/18 23:00,8459.92,71.4,TRADE,0.0714,,,,
NSW1,14/2/18 23:30,8134.59,73.52,TRADE,0.07352,,,,
NSW1,15/2/18 0:00,7859.32,66.89,TRADE,0.06689,,,,
NSW1,15/2/18 0:30,7626.68,68.02,TRADE,0.06802,,,,
NSW1,15/2/18 1:00,7389.84,67.4,TRADE,0.0674,,,,
NSW1,15/2/18 1:30,7099.25,68.24,TRADE,0.06824,,,,
NSW1,15/2/18 2:00,6973.91,69.8,TRADE,0.0698,,,,
NSW1,15/2/18 2:30,6832.11,68.21,TRADE,0.06821,,,,
NSW1,15/2/18 3:00,6756.37,63.53,TRADE,0.06353,,,,
NSW1,15/2/18 3:30,6765.89,66,TRADE,0.066,,,,
NSW1,15/2/18 4:00,6856.4,65.39,TRADE,0.06539,,,,
NSW1,15/2/18 4:30,7113.13,68.29,TRADE,0.06829,,,,
NSW1,15/2/18 5:00,7331.53,66.11,TRADE,0.06611,,,,
NSW1,15/2/18 5:30,7818.49,81.32,TRADE,0.08132,,,,
NSW1,15/2/18 6:00,8230.72,76.72,TRADE,0.07672,,,,
NSW1,15/2/18 6:30,8601.21,75.68,TRADE,0.07568,,,,
NSW1,15/2/18 7:00,8866.4,85.62,TRADE,0.08562,,,,
NSW1,15/2/18 7:30,9019.36,79.37,TRADE,0.07937,,,,
NSW1,15/2/18 8:00,9078.14,73.53,TRADE,0.07353,,,,
NSW1,15/2/18 8:30,9252.78,77.78,TRADE,0.07778,,,,
NSW1,15/2/18 9:00,9219.66,70.41,TRADE,0.07041,,,,
NSW1,15/2/18 9:30,9259.53,80.25,TRADE,0.08025,,,,
NSW1,15/2/18 10:00,9254.84,80.82,TRADE,0.08082,,,,
NSW1,15/2/18 10:30,9310.72,79.61,TRADE,0.07961,,,,
NSW1,15/2/18 11:00,9368.26,96.93,TRADE,0.09693,,,,
NSW1,15/2/18 11:30,9473.6,95.29,TRADE,0.09529,,,,
NSW1,15/2/18 12:00,9572.92,88.68,TRADE,0.08868,,,,
NSW1,15/2/18 12:30,9678.15,86.79,TRADE,0.08679,,,,
NSW1,15/2/18 13:00,9818.44,86.52,TRADE,0.08652,,,,
NSW1,15/2/18 13:30,9974.69,110.42,TRADE,0.11042,,,,
NSW1,15/2/18 14:00,10082.75,106.6,TRADE,0.1066,,,,
NSW1,15/2/18 14:30,10231.29,105.02,TRADE,0.10502,,,,
NSW1,15/2/18 15:00,10510.76,110.61,TRADE,0.11061,,,,
NSW1,15/2/18 15:30,10778.35,112.72,TRADE,0.11272,,,,
NSW1,15/2/18 16:00,10945.85,104.47,TRADE,0.10447,,,,
NSW1,15/2/18 16:30,11004.58,81.73,TRADE,0.08173,,,,
NSW1,15/2/18 17:00,11025.83,67.53,TRADE,0.06753,,,,
NSW1,15/2/18 17:30,10788.53,65.1,TRADE,0.0651,,,,
NSW1,15/2/18 18:00,10634.77,63.26,TRADE,0.06326,,,,
NSW1,15/2/18 18:30,10403.44,92.62,TRADE,0.09262,,,,
NSW1,15/2/18 19:00,10303.52,92.62,TRADE,0.09262,,,,
NSW1,15/2/18 19:30,10343.59,97.47,TRADE,0.09747,,,,
NSW1,15/2/18 20:00,10125.45,84.46,TRADE,0.08446,,,,
NSW1,15/2/18 20:30,9720.02,87.52,TRADE,0.08752,,,,
NSW1,15/2/18 21:00,9373.39,75.47,TRADE,0.07547,,,,
NSW1,15/2/18 21:30,9166.53,75.28,TRADE,0.07528,,,,
NSW1,15/2/18 22:00,8780.92,68.43,TRADE,0.06843,,,,
NSW1,15/2/18 22:30,8654.14,73.2,TRADE,0.0732,,,,
NSW1,15/2/18 23:00,8363.73,71.67,TRADE,0.07167,,,,
NSW1,15/2/18 23:30,8097.91,68.8,TRADE,0.0688,,,,
NSW1,16/2/18 0:00,7778.36,64.98,TRADE,0.06498,,,,
NSW1,16/2/18 0:30,7604.08,68.56,TRADE,0.06856,,,,
NSW1,16/2/18 1:00,7350.28,61.6,TRADE,0.0616,,,,
NSW1,16/2/18 1:30,7050.22,64.73,TRADE,0.06473,,,,
NSW1,16/2/18 2:00,6818.79,72.12,TRADE,0.07212,,,,
NSW1,16/2/18 2:30,6724.82,75.05,TRADE,0.07505,,,,
NSW1,16/2/18 3:00,6703.97,71.71,TRADE,0.07171,,,,
NSW1,16/2/18 3:30,6720.71,70.89,TRADE,0.07089,,,,
NSW1,16/2/18 4:00,6759.07,69.89,TRADE,0.06989,,,,
NSW1,16/2/18 4:30,6906.32,68.14,TRADE,0.06814,,,,
NSW1,16/2/18 5:00,7154.87,66.81,TRADE,0.06681,,,,
NSW1,16/2/18 5:30,7679.25,64.13,TRADE,0.06413,,,,
NSW1,16/2/18 6:00,7954.96,78.33,TRADE,0.07833,,,,
NSW1,16/2/18 6:30,8394.97,87.79,TRADE,0.08779,,,,
NSW1,16/2/18 7:00,8736.14,88.61,TRADE,0.08861,,,,
NSW1,16/2/18 7:30,8911.53,82.36,TRADE,0.08236,,,,
NSW1,16/2/18 8:00,8995.37,80.47,TRADE,0.08047,,,,
NSW1,16/2/18 8:30,9091.32,82.63,TRADE,0.08263,,,,
NSW1,16/2/18 9:00,9110.58,82.31,TRADE,0.08231,,,,
NSW1,16/2/18 9:30,9191.78,83.48,TRADE,0.08348,,,,
NSW1,16/2/18 10:00,9212.88,85.32,TRADE,0.08532,,,,
NSW1,16/2/18 10:30,9236.47,84.29,TRADE,0.08429,,,,
NSW1,16/2/18 11:00,9333.49,84.11,TRADE,0.08411,,,,
NSW1,16/2/18 11:30,9378.5,84.58,TRADE,0.08458,,,,
NSW1,16/2/18 12:00,9426.87,82.32,TRADE,0.08232,,,,
NSW1,16/2/18 12:30,9521.27,79.55,TRADE,0.07955,,,,
NSW1,16/2/18 13:00,9520.33,77.77,TRADE,0.07777,,,,
NSW1,16/2/18 13:30,9517.04,76.53,TRADE,0.07653,,,,
NSW1,16/2/18 14:00,9477.2,70.71,TRADE,0.07071,,,,
NSW1,16/2/18 14:30,9462.16,71.89,TRADE,0.07189,,,,
NSW1,16/2/18 15:00,9790.06,82.31,TRADE,0.08231,,,,
NSW1,16/2/18 15:30,9897.05,91.91,TRADE,0.09191,,,,
NSW1,16/2/18 16:00,9997.67,107.13,TRADE,0.10713,,,,
NSW1,16/2/18 16:30,9940.45,88.93,TRADE,0.08893,,,,
NSW1,16/2/18 17:00,9898.34,94.56,TRADE,0.09456,,,,
NSW1,16/2/18 17:30,9588.38,83.4,TRADE,0.0834,,,,
NSW1,16/2/18 18:00,9447.23,74.98,TRADE,0.07498,,,,
NSW1,16/2/18 18:30,9188.89,69.7,TRADE,0.0697,,,,
NSW1,16/2/18 19:00,9024.89,72.82,TRADE,0.07282,,,,
NSW1,16/2/18 19:30,9035.65,67.65,TRADE,0.06765,,,,
NSW1,16/2/18 20:00,8908.97,66.52,TRADE,0.06652,,,,
NSW1,16/2/18 20:30,8692.95,70.6,TRADE,0.0706,,,,
NSW1,16/2/18 21:00,8417.16,64.99,TRADE,0.06499,,,,
NSW1,16/2/18 21:30,8353.04,60.63,TRADE,0.06063,,,,
NSW1,16/2/18 22:00,8203.83,57.17,TRADE,0.05717,,,,
NSW1,16/2/18 22:30,8115.86,65.65,TRADE,0.06565,,,,
NSW1,16/2/18 23:00,7994.42,67.99,TRADE,0.06799,,,,
NSW1,16/2/18 23:30,7754,64.82,TRADE,0.06482,,,,
NSW1,17/2/18 0:00,7564.56,57.78,TRADE,0.05778,,,,
NSW1,17/2/18 0:30,7391.47,56.6,TRADE,0.0566,,,,
NSW1,17/2/18 1:00,7167.24,61.95,TRADE,0.06195,,,,
NSW1,17/2/18 1:30,6907.88,62.52,TRADE,0.06252,,,,
NSW1,17/2/18 2:00,6682.62,61.88,TRADE,0.06188,,,,
NSW1,17/2/18 2:30,6510,61.94,TRADE,0.06194,,,,
NSW1,17/2/18 3:00,6431.09,61.88,TRADE,0.06188,,,,
NSW1,17/2/18 3:30,6400.82,62.14,TRADE,0.06214,,,,
NSW1,17/2/18 4:00,6342.13,61.57,TRADE,0.06157,,,,
NSW1,17/2/18 4:30,6453.45,61.88,TRADE,0.06188,,,,
NSW1,17/2/18 5:00,6489.16,60.76,TRADE,0.06076,,,,
NSW1,17/2/18 5:30,6753.39,57.91,TRADE,0.05791,,,,
NSW1,17/2/18 6:00,6872.5,57.83,TRADE,0.05783,,,,
NSW1,17/2/18 6:30,7045.36,63.02,TRADE,0.06302,,,,
NSW1,17/2/18 7:00,7333.37,63.78,TRADE,0.06378,,,,
NSW1,17/2/18 7:30,7576.67,64.32,TRADE,0.06432,,,,
NSW1,17/2/18 8:00,7788.62,62.69,TRADE,0.06269,,,,
NSW1,17/2/18 8:30,7985.03,64.76,TRADE,0.06476,,,,
NSW1,17/2/18 9:00,8038.63,68.07,TRADE,0.06807,,,,
NSW1,17/2/18 9:30,8115.02,71.41,TRADE,0.07141,,,,
NSW1,17/2/18 10:00,8127.4,71.3,TRADE,0.0713,,,,
NSW1,17/2/18 10:30,8193.52,70.19,TRADE,0.07019,,,,
NSW1,17/2/18 11:00,8173.92,71.36,TRADE,0.07136,,,,
NSW1,17/2/18 11:30,8144.15,72.58,TRADE,0.07258,,,,
NSW1,17/2/18 12:00,8201.55,68.93,TRADE,0.06893,,,,
NSW1,17/2/18 12:30,8325.95,68.84,TRADE,0.06884,,,,
NSW1,17/2/18 13:00,8407.26,68.78,TRADE,0.06878,,,,
NSW1,17/2/18 13:30,8504.97,73.19,TRADE,0.07319,,,,
NSW1,17/2/18 14:00,8719.46,82.6,TRADE,0.0826,,,,
NSW1,17/2/18 14:30,8815.62,85.64,TRADE,0.08564,,,,
NSW1,17/2/18 15:00,8997.91,85.27,TRADE,0.08527,,,,
NSW1,17/2/18 15:30,9098.16,84.29,TRADE,0.08429,,,,
NSW1,17/2/18 16:00,9313.96,84.92,TRADE,0.08492,,,,
NSW1,17/2/18 16:30,9288.88,83.53,TRADE,0.08353,,,,
NSW1,17/2/18 17:00,9406.39,85.08,TRADE,0.08508,,,,
NSW1,17/2/18 17:30,9319.77,77.89,TRADE,0.07789,,,,
NSW1,17/2/18 18:00,9275.74,72.67,TRADE,0.07267,,,,
NSW1,17/2/18 18:30,9102.44,69.29,TRADE,0.06929,,,,
NSW1,17/2/18 19:00,8946.74,69.38,TRADE,0.06938,,,,
NSW1,17/2/18 19:30,8984.31,78.05,TRADE,0.07805,,,,
NSW1,17/2/18 20:00,8867.04,71.46,TRADE,0.07146,,,,
NSW1,17/2/18 20:30,8673.86,72.84,TRADE,0.07284,,,,
NSW1,17/2/18 21:00,8488.57,71.43,TRADE,0.07143,,,,
NSW1,17/2/18 21:30,8333.33,75.6,TRADE,0.0756,,,,
NSW1,17/2/18 22:00,8138.33,69.85,TRADE,0.06985,,,,
NSW1,17/2/18 22:30,8045.91,76.85,TRADE,0.07685,,,,
NSW1,17/2/18 23:00,7775.97,68.96,TRADE,0.06896,,,,
NSW1,17/2/18 23:30,7554.05,64.34,TRADE,0.06434,,,,
NSW1,18/2/18 0:00,7424.09,60.33,TRADE,0.06033,,,,
NSW1,18/2/18 0:30,7208.36,68.05,TRADE,0.06805,,,,
NSW1,18/2/18 1:00,7014.86,53.74,TRADE,0.05374,,,,
NSW1,18/2/18 1:30,6736.91,59.04,TRADE,0.05904,,,,
NSW1,18/2/18 2:00,6566.41,58.32,TRADE,0.05832,,,,
NSW1,18/2/18 2:30,6421.28,58.41,TRADE,0.05841,,,,
NSW1,18/2/18 3:00,6363.64,58.05,TRADE,0.05805,,,,
NSW1,18/2/18 3:30,6315.38,59.44,TRADE,0.05944,,,,
NSW1,18/2/18 4:00,6308.83,59.57,TRADE,0.05957,,,,
NSW1,18/2/18 4:30,6331.11,57.84,TRADE,0.05784,,,,
NSW1,18/2/18 5:00,6360.96,57.78,TRADE,0.05778,,,,
NSW1,18/2/18 5:30,6515.14,57.35,TRADE,0.05735,,,,
NSW1,18/2/18 6:00,6529.35,48.39,TRADE,0.04839,,,,
NSW1,18/2/18 6:30,6738.36,56.55,TRADE,0.05655,,,,
NSW1,18/2/18 7:00,6974.57,59.76,TRADE,0.05976,,,,
NSW1,18/2/18 7:30,7213.24,62.23,TRADE,0.06223,,,,
NSW1,18/2/18 8:00,7435.77,61.01,TRADE,0.06101,,,,
NSW1,18/2/18 8:30,7666,68.88,TRADE,0.06888,,,,
NSW1,18/2/18 9:00,7877.47,65.63,TRADE,0.06563,,,,
NSW1,18/2/18 9:30,8000.68,64.75,TRADE,0.06475,,,,
NSW1,18/2/18 10:00,8042.1,64.55,TRADE,0.06455,,,,
NSW1,18/2/18 10:30,8197.25,67.11,TRADE,0.06711,,,,
NSW1,18/2/18 11:00,8335.86,68.66,TRADE,0.06866,,,,
NSW1,18/2/18 11:30,8553.08,68.9,TRADE,0.0689,,,,
NSW1,18/2/18 12:00,8768.33,69.33,TRADE,0.06933,,,,
NSW1,18/2/18 12:30,8998.19,76.03,TRADE,0.07603,,,,
NSW1,18/2/18 13:00,9203.09,83.71,TRADE,0.08371,,,,
NSW1,18/2/18 13:30,9395.67,82.84,TRADE,0.08284,,,,
NSW1,18/2/18 14:00,9579.5,81.17,TRADE,0.08117,,,,
NSW1,18/2/18 14:30,9770.03,88.68,TRADE,0.08868,,,,
NSW1,18/2/18 15:00,9916.07,92.28,TRADE,0.09228,,,,
NSW1,18/2/18 15:30,10125.85,99.57,TRADE,0.09957,,,,
NSW1,18/2/18 16:00,10248.86,111.45,TRADE,0.11145,,,,
NSW1,18/2/18 16:30,10372.54,89.74,TRADE,0.08974,,,,
NSW1,18/2/18 17:00,10481.6,91.16,TRADE,0.09116,,,,
NSW1,18/2/18 17:30,10494.67,93.89,TRADE,0.09389,,,,
NSW1,18/2/18 18:00,10356.51,90.53,TRADE,0.09053,,,,
NSW1,18/2/18 18:30,10051.57,85.6,TRADE,0.0856,,,,
NSW1,18/2/18 19:00,9761.96,84.79,TRADE,0.08479,,,,
NSW1,18/2/18 19:30,9663.19,84.52,TRADE,0.08452,,,,
NSW1,18/2/18 20:00,9495.39,85.54,TRADE,0.08554,,,,
NSW1,18/2/18 20:30,9172.12,79.85,TRADE,0.07985,,,,
NSW1,18/2/18 21:00,8859.59,72.79,TRADE,0.07279,,,,
NSW1,18/2/18 21:30,8566.97,68.1,TRADE,0.0681,,,,
NSW1,18/2/18 22:00,8300.52,63.92,TRADE,0.06392,,,,
NSW1,18/2/18 22:30,8048.21,66.23,TRADE,0.06623,,,,
NSW1,18/2/18 23:00,7754.11,70.76,TRADE,0.07076,,,,
NSW1,18/2/18 23:30,7492.45,77.01,TRADE,0.07701,,,,
NSW1,19/2/18 0:00,7363.56,63.26,TRADE,0.06326,,,,
NSW1,19/2/18 0:30,7163.17,63.97,TRADE,0.06397,,,,
NSW1,19/2/18 1:00,7041.81,58.81,TRADE,0.05881,,,,
NSW1,19/2/18 1:30,6744.84,49.77,TRADE,0.04977,,,,
NSW1,19/2/18 2:00,6581.38,53.17,TRADE,0.05317,,,,
NSW1,19/2/18 2:30,6486.69,61.86,TRADE,0.06186,,,,
NSW1,19/2/18 3:00,6440.83,57.85,TRADE,0.05785,,,,
NSW1,19/2/18 3:30,6446.4,57.6,TRADE,0.0576,,,,
NSW1,19/2/18 4:00,6580.84,61.3,TRADE,0.0613,,,,
NSW1,19/2/18 4:30,6812.22,61.74,TRADE,0.06174,,,,
NSW1,19/2/18 5:00,7027.36,65.73,TRADE,0.06573,,,,
NSW1,19/2/18 5:30,7581.6,83.34,TRADE,0.08334,,,,
NSW1,19/2/18 6:00,8081.99,80.29,TRADE,0.08029,,,,
NSW1,19/2/18 6:30,8538.05,72.03,TRADE,0.07203,,,,
NSW1,19/2/18 7:00,8921.4,83.8,TRADE,0.0838,,,,
NSW1,19/2/18 7:30,9198.37,69.76,TRADE,0.06976,,,,
NSW1,19/2/18 8:00,9391.04,69.09,TRADE,0.06909,,,,
NSW1,19/2/18 8:30,9492.8,69.07,TRADE,0.06907,,,,
NSW1,19/2/18 9:00,9524.31,68.62,TRADE,0.06862,,,,
NSW1,19/2/18 9:30,9583.99,68.51,TRADE,0.06851,,,,
NSW1,19/2/18 10:00,9695.58,72.5,TRADE,0.0725,,,,
NSW1,19/2/18 10:30,9755.86,76.29,TRADE,0.07629,,,,
NSW1,19/2/18 11:00,9700.66,74.25,TRADE,0.07425,,,,
NSW1,19/2/18 11:30,9746.98,77.66,TRADE,0.07766,,,,
NSW1,19/2/18 12:00,9755.78,83.91,TRADE,0.08391,,,,
NSW1,19/2/18 12:30,9798.07,85.07,TRADE,0.08507,,,,
NSW1,19/2/18 13:00,9888.17,85.01,TRADE,0.08501,,,,
NSW1,19/2/18 13:30,9991.05,86.3,TRADE,0.0863,,,,
NSW1,19/2/18 14:00,9979.14,86.36,TRADE,0.08636,,,,
NSW1,19/2/18 14:30,9970.45,85.19,TRADE,0.08519,,,,
NSW1,19/2/18 15:00,10077.39,87.69,TRADE,0.08769,,,,
NSW1,19/2/18 15:30,10181.12,91.44,TRADE,0.09144,,,,
NSW1,19/2/18 16:00,10201.6,98.78,TRADE,0.09878,,,,
NSW1,19/2/18 16:30,10057.03,82.87,TRADE,0.08287,,,,
NSW1,19/2/18 17:00,9976.24,84.95,TRADE,0.08495,,,,
NSW1,19/2/18 17:30,9694.86,84.2,TRADE,0.0842,,,,
NSW1,19/2/18 18:00,9569.73,78.33,TRADE,0.07833,,,,
NSW1,19/2/18 18:30,9312.41,72.14,TRADE,0.07214,,,,
NSW1,19/2/18 19:00,9301.24,79.69,TRADE,0.07969,,,,
NSW1,19/2/18 19:30,9181.3,81.15,TRADE,0.08115,,,,
NSW1,19/2/18 20:00,8920.26,81.74,TRADE,0.08174,,,,
NSW1,19/2/18 20:30,8728.82,81.07,TRADE,0.08107,,,,
NSW1,19/2/18 21:00,8439.74,69.45,TRADE,0.06945,,,,
NSW1,19/2/18 21:30,8337.22,62.72,TRADE,0.06272,,,,
NSW1,19/2/18 22:00,8101.35,56.31,TRADE,0.05631,,,,
NSW1,19/2/18 22:30,7984.39,61.21,TRADE,0.06121,,,,
NSW1,19/2/18 23:00,7748.38,56.42,TRADE,0.05642,,,,
NSW1,19/2/18 23:30,7563.69,63.17,TRADE,0.06317,,,,
NSW1,20/2/18 0:00,7370.69,61.05,TRADE,0.06105,,,,
NSW1,20/2/18 0:30,7144.67,56.49,TRADE,0.05649,,,,
NSW1,20/2/18 1:00,6984.54,49.97,TRADE,0.04997,,,,
NSW1,20/2/18 1:30,6643.61,36.89,TRADE,0.03689,,,,
NSW1,20/2/18 2:00,6392.99,44.45,TRADE,0.04445,,,,
NSW1,20/2/18 2:30,6318.53,61.88,TRADE,0.06188,,,,
NSW1,20/2/18 3:00,6273.66,59,TRADE,0.059,,,,
NSW1,20/2/18 3:30,6321,60.16,TRADE,0.06016,,,,
NSW1,20/2/18 4:00,6359.81,59.62,TRADE,0.05962,,,,
NSW1,20/2/18 4:30,6593.32,63.12,TRADE,0.06312,,,,
NSW1,20/2/18 5:00,6813.58,63.97,TRADE,0.06397,,,,
NSW1,20/2/18 5:30,7300.24,63.65,TRADE,0.06365,,,,
NSW1,20/2/18 6:00,7706.78,63.32,TRADE,0.06332,,,,
NSW1,20/2/18 6:30,8150.97,81.24,TRADE,0.08124,,,,
NSW1,20/2/18 7:00,8348.8,78.88,TRADE,0.07888,,,,
NSW1,20/2/18 7:30,8461.2,65.09,TRADE,0.06509,,,,
NSW1,20/2/18 8:00,8478.95,70.83,TRADE,0.07083,,,,
NSW1,20/2/18 8:30,8543.78,69.55,TRADE,0.06955,,,,
NSW1,20/2/18 9:00,8477.51,69.81,TRADE,0.06981,,,,
NSW1,20/2/18 9:30,8565.5,69.31,TRADE,0.06931,,,,
NSW1,20/2/18 10:00,8438.8,68.25,TRADE,0.06825,,,,
NSW1,20/2/18 10:30,8377.31,73.35,TRADE,0.07335,,,,
NSW1,20/2/18 11:00,8270.4,74.33,TRADE,0.07433,,,,
NSW1,20/2/18 11:30,8185,68.7,TRADE,0.0687,,,,
NSW1,20/2/18 12:00,8184.17,73.25,TRADE,0.07325,,,,
NSW1,20/2/18 12:30,8167.19,76.11,TRADE,0.07611,,,,
NSW1,20/2/18 13:00,8221.33,80.9,TRADE,0.0809,,,,
NSW1,20/2/18 13:30,8209.42,79.35,TRADE,0.07935,,,,
NSW1,20/2/18 14:00,8175.4,70.41,TRADE,0.07041,,,,
NSW1,20/2/18 14:30,8136.36,71.07,TRADE,0.07107,,,,
NSW1,20/2/18 15:00,8251.35,80.99,TRADE,0.08099,,,,
NSW1,20/2/18 15:30,8306.66,85.99,TRADE,0.08599,,,,
NSW1,20/2/18 16:00,8345.05,86.53,TRADE,0.08653,,,,
NSW1,20/2/18 16:30,8410.91,88.68,TRADE,0.08868,,,,
NSW1,20/2/18 17:00,8545.88,94.31,TRADE,0.09431,,,,
NSW1,20/2/18 17:30,8458.98,86.81,TRADE,0.08681,,,,
NSW1,20/2/18 18:00,8419.21,81.42,TRADE,0.08142,,,,
NSW1,20/2/18 18:30,8308.76,79.04,TRADE,0.07904,,,,
NSW1,20/2/18 19:00,8321.17,80.82,TRADE,0.08082,,,,
NSW1,20/2/18 19:30,8344.52,76.43,TRADE,0.07643,,,,
NSW1,20/2/18 20:00,8196.84,73.97,TRADE,0.07397,,,,
NSW1,20/2/18 20:30,8073.46,76.72,TRADE,0.07672,,,,
NSW1,20/2/18 21:00,7798.45,64.54,TRADE,0.06454,,,,
NSW1,20/2/18 21:30,7758.83,65.4,TRADE,0.0654,,,,
NSW1,20/2/18 22:00,7575.08,60.97,TRADE,0.06097,,,,
NSW1,20/2/18 22:30,7574.1,66.62,TRADE,0.06662,,,,
NSW1,20/2/18 23:00,7451.4,61.44,TRADE,0.06144,,,,
NSW1,20/2/18 23:30,7298.31,61.43,TRADE,0.06143,,,,
NSW1,21/2/18 0:00,7150.96,62.45,TRADE,0.06245,,,,
NSW1,21/2/18 0:30,7010.14,62.46,TRADE,0.06246,,,,
NSW1,21/2/18 1:00,6804.8,61.31,TRADE,0.06131,,,,
NSW1,21/2/18 1:30,6550.11,60.1,TRADE,0.0601,,,,
NSW1,21/2/18 2:00,6267.03,61.67,TRADE,0.06167,,,,
NSW1,21/2/18 2:30,6202.2,62.11,TRADE,0.06211,,,,
NSW1,21/2/18 3:00,6127.53,62.46,TRADE,0.06246,,,,
NSW1,21/2/18 3:30,6169.03,60.76,TRADE,0.06076,,,,
NSW1,21/2/18 4:00,6223.01,62.47,TRADE,0.06247,,,,
NSW1,21/2/18 4:30,6432.14,62.46,TRADE,0.06246,,,,
NSW1,21/2/18 5:00,6677.57,60.57,TRADE,0.06057,,,,
NSW1,21/2/18 5:30,7225.14,73.85,TRADE,0.07385,,,,
NSW1,21/2/18 6:00,7634.19,69.9,TRADE,0.0699,,,,
NSW1,21/2/18 6:30,8003.82,73.97,TRADE,0.07397,,,,
NSW1,21/2/18 7:00,8276.41,85.06,TRADE,0.08506,,,,
NSW1,21/2/18 7:30,8350.6,76.7,TRADE,0.0767,,,,
NSW1,21/2/18 8:00,8297.35,75.75,TRADE,0.07575,,,,
NSW1,21/2/18 8:30,8340.66,77.48,TRADE,0.07748,,,,
NSW1,21/2/18 9:00,8315.2,74.39,TRADE,0.07439,,,,
NSW1,21/2/18 9:30,8303.69,73.88,TRADE,0.07388,,,,
NSW1,21/2/18 10:00,8309.09,70.6,TRADE,0.0706,,,,
NSW1,21/2/18 10:30,8355.97,72.14,TRADE,0.07214,,,,
NSW1,21/2/18 11:00,8337.58,76.36,TRADE,0.07636,,,,
NSW1,21/2/18 11:30,8289.14,75.83,TRADE,0.07583,,,,
NSW1,21/2/18 12:00,8158.62,72.86,TRADE,0.07286,,,,
NSW1,21/2/18 12:30,8165.62,69.85,TRADE,0.06985,,,,
NSW1,21/2/18 13:00,8242.58,68.46,TRADE,0.06846,,,,
NSW1,21/2/18 13:30,8282.19,68.44,TRADE,0.06844,,,,
NSW1,21/2/18 14:00,8314.23,68.58,TRADE,0.06858,,,,
NSW1,21/2/18 14:30,8361.1,71.54,TRADE,0.07154,,,,
NSW1,21/2/18 15:00,8537.85,76.79,TRADE,0.07679,,,,
NSW1,21/2/18 15:30,8678.05,87.05,TRADE,0.08705,,,,
NSW1,21/2/18 16:00,8759.57,82.89,TRADE,0.08289,,,,
NSW1,21/2/18 16:30,8796.22,78.71,TRADE,0.07871,,,,
NSW1,21/2/18 17:00,8784.58,79.25,TRADE,0.07925,,,,
NSW1,21/2/18 17:30,8671.65,71.86,TRADE,0.07186,,,,
NSW1,21/2/18 18:00,8618.06,68.81,TRADE,0.06881,,,,
NSW1,21/2/18 18:30,8541.15,67.32,TRADE,0.06732,,,,
NSW1,21/2/18 19:00,8520.96,79.86,TRADE,0.07986,,,,
NSW1,21/2/18 19:30,8551.24,82.47,TRADE,0.08247,,,,
NSW1,21/2/18 20:00,8403.61,72.99,TRADE,0.07299,,,,
NSW1,21/2/18 20:30,8144.2,64.52,TRADE,0.06452,,,,
NSW1,21/2/18 21:00,7945.7,62.48,TRADE,0.06248,,,,
NSW1,21/2/18 21:30,7887.88,62.77,TRADE,0.06277,,,,
NSW1,21/2/18 22:00,7698.04,60.95,TRADE,0.06095,,,,
NSW1,21/2/18 22:30,7664.29,64.17,TRADE,0.06417,,,,
NSW1,21/2/18 23:00,7549.83,61.12,TRADE,0.06112,,,,
NSW1,21/2/18 23:30,7359.69,62.45,TRADE,0.06245,,,,
NSW1,22/2/18 0:00,7216.68,61.44,TRADE,0.06144,,,,
NSW1,22/2/18 0:30,7071.07,62.72,TRADE,0.06272,,,,
NSW1,22/2/18 1:00,6864.27,59.7,TRADE,0.0597,,,,
NSW1,22/2/18 1:30,6523.84,55.57,TRADE,0.05557,,,,
NSW1,22/2/18 2:00,6371.12,62.69,TRADE,0.06269,,,,
NSW1,22/2/18 2:30,6212.78,61.95,TRADE,0.06195,,,,
NSW1,22/2/18 3:00,6159.98,62.32,TRADE,0.06232,,,,
NSW1,22/2/18 3:30,6176.42,63.5,TRADE,0.0635,,,,
NSW1,22/2/18 4:00,6276.7,62.53,TRADE,0.06253,,,,
NSW1,22/2/18 4:30,6497.49,62.46,TRADE,0.06246,,,,
NSW1,22/2/18 5:00,6734.52,63.07,TRADE,0.06307,,,,
