REGION,SETTLEMENTDATE,TOTALDEMAND,RRP_MWh,PERIODTYPE,RRP_KWh,max rrp,min rrp,min Totaldemand,max totaldemand
NSW1,1/1/18 0:30,6912.25,91.86,TRADE,0.09186,2.46452,0.01353,5552.23,12846.15
NSW1,1/1/18 1:00,6745.63,88.83,TRADE,0.08883,,,,
NSW1,1/1/18 1:30,6466.06,73.62,TRADE,0.07362,,,,
NSW1,1/1/18 2:00,6279.8,71.49,TRADE,0.07149,,,,
NSW1,1/1/18 2:30,6177.31,69.27,TRADE,0.06927,,,,
NSW1,1/1/18 3:00,6050.43,68.44,TRADE,0.06844,,,,
NSW1,1/1/18 3:30,6032.48,69.67,TRADE,0.06967,,,,
NSW1,1/1/18 4:00,5968.5,67.58,TRADE,0.06758,,,,
NSW1,1/1/18 4:30,5953.75,67.09,TRADE,0.06709,,,,
NSW1,1/1/18 5:00,5962.18,67.53,TRADE,0.06753,,,,
NSW1,1/1/18 5:30,5991.69,65.8,TRADE,0.0658,,,,
NSW1,1/1/18 6:00,6062.03,61.53,TRADE,0.06153,,,,
NSW1,1/1/18 6:30,6204.87,66.62,TRADE,0.06662,,,,
NSW1,1/1/18 7:00,6352.58,68.42,TRADE,0.06842,,,,
NSW1,1/1/18 7:30,6548.03,69.02,TRADE,0.06902,,,,
NSW1,1/1/18 8:00,6728.17,69,TRADE,0.069,,,,
NSW1,1/1/18 8:30,6885.22,68.88,TRADE,0.06888,,,,
NSW1,1/1/18 9:00,7080.7,69.22,TRADE,0.06922,,,,
NSW1,1/1/18 9:30,7281.71,74.04,TRADE,0.07404,,,,
NSW1,1/1/18 10:00,7474.62,75.15,TRADE,0.07515,,,,
NSW1,1/1/18 10:30,7663.88,75.2,TRADE,0.0752,,,,
NSW1,1/1/18 11:00,7764.89,80.66,TRADE,0.08066,,,,
NSW1,1/1/18 11:30,7813.63,77.93,TRADE,0.07793,,,,
NSW1,1/1/18 12:00,7815.47,71.48,TRADE,0.07148,,,,
NSW1,1/1/18 12:30,7804.96,70.47,TRADE,0.07047,,,,
NSW1,1/1/18 13:00,7901.26,76.55,TRADE,0.07655,,,,
NSW1,1/1/18 13:30,7938.72,83.84,TRADE,0.08384,,,,
NSW1,1/1/18 14:00,8000.7,85.14,TRADE,0.08514,,,,
NSW1,1/1/18 14:30,8090.72,84.88,TRADE,0.08488,,,,
NSW1,1/1/18 15:00,8210.88,82.54,TRADE,0.08254,,,,
NSW1,1/1/18 15:30,8365.1,87.06,TRADE,0.08706,,,,
NSW1,1/1/18 16:00,8512.21,95.05,TRADE,0.09505,,,,
NSW1,1/1/18 16:30,8601.46,90.84,TRADE,0.09084,,,,
NSW1,1/1/18 17:00,8747.49,91.46,TRADE,0.09146,,,,
NSW1,1/1/18 17:30,8693.3,81.83,TRADE,0.08183,,,,
NSW1,1/1/18 18:00,8672.52,79.93,TRADE,0.07993,,,,
NSW1,1/1/18 18:30,8531.94,72.77,TRADE,0.07277,,,,
NSW1,1/1/18 19:00,8279.37,74.45,TRADE,0.07445,,,,
NSW1,1/1/18 19:30,8189.38,71.73,TRADE,0.07173,,,,
NSW1,1/1/18 20:00,8161.52,76.95,TRADE,0.07695,,,,
NSW1,1/1/18 20:30,8122.2,78.91,TRADE,0.07891,,,,
NSW1,1/1/18 21:00,7957.58,69.42,TRADE,0.06942,,,,
NSW1,1/1/18 21:30,7860.28,71.31,TRADE,0.07131,,,,
NSW1,1/1/18 22:00,7648.52,66.1,TRADE,0.0661,,,,
NSW1,1/1/18 22:30,7567.13,65.72,TRADE,0.06572,,,,
NSW1,1/1/18 23:00,7336.37,62.37,TRADE,0.06237,,,,
NSW1,1/1/18 23:30,7123.26,62.84,TRADE,0.06284,,,,
NSW1,2/1/18 0:00,6989.32,58.48,TRADE,0.05848,,,,
NSW1,2/1/18 0:30,6815.38,56.73,TRADE,0.05673,,,,
NSW1,2/1/18 1:00,6590.78,56.88,TRADE,0.05688,,,,
NSW1,2/1/18 1:30,6290.12,53.73,TRADE,0.05373,,,,
NSW1,2/1/18 2:00,6139.77,55.07,TRADE,0.05507,,,,
NSW1,2/1/18 2:30,6030.56,53.74,TRADE,0.05374,,,,
NSW1,2/1/18 3:00,5986.37,54.98,TRADE,0.05498,,,,
NSW1,2/1/18 3:30,5986.86,54.98,TRADE,0.05498,,,,
NSW1,2/1/18 4:00,6013.38,54.98,TRADE,0.05498,,,,
NSW1,2/1/18 4:30,6198.13,52.47,TRADE,0.05247,,,,
NSW1,2/1/18 5:00,6271.44,66.62,TRADE,0.06662,,,,
NSW1,2/1/18 5:30,6557.23,66.89,TRADE,0.06689,,,,
NSW1,2/1/18 6:00,6847.25,67.29,TRADE,0.06729,,,,
NSW1,2/1/18 6:30,7155.88,66.02,TRADE,0.06602,,,,
NSW1,2/1/18 7:00,7484.5,72.28,TRADE,0.07228,,,,
NSW1,2/1/18 7:30,7720.92,68.82,TRADE,0.06882,,,,
NSW1,2/1/18 8:00,7958.55,70.86,TRADE,0.07086,,,,
NSW1,2/1/18 8:30,8151.75,76.01,TRADE,0.07601,,,,
NSW1,2/1/18 9:00,8234.16,80.39,TRADE,0.08039,,,,
NSW1,2/1/18 9:30,8269.59,77.83,TRADE,0.07783,,,,
NSW1,2/1/18 10:00,8341.24,73.66,TRADE,0.07366,,,,
NSW1,2/1/18 10:30,8425.75,76.87,TRADE,0.07687,,,,
NSW1,2/1/18 11:00,8485.87,80.17,TRADE,0.08017,,,,
NSW1,2/1/18 11:30,8524.38,80.47,TRADE,0.08047,,,,
NSW1,2/1/18 12:00,8664.14,84.26,TRADE,0.08426,,,,
NSW1,2/1/18 12:30,8843.15,85.01,TRADE,0.08501,,,,
NSW1,2/1/18 13:00,8968.42,83.71,TRADE,0.08371,,,,
NSW1,2/1/18 13:30,9074.74,89.59,TRADE,0.08959,,,,
NSW1,2/1/18 14:00,9176.26,84.79,TRADE,0.08479,,,,
NSW1,2/1/18 14:30,9191.54,86.58,TRADE,0.08658,,,,
NSW1,2/1/18 15:00,9254.81,83.04,TRADE,0.08304,,,,
NSW1,2/1/18 15:30,9395.79,94.22,TRADE,0.09422,,,,
NSW1,2/1/18 16:00,9340.21,83.62,TRADE,0.08362,,,,
NSW1,2/1/18 16:30,9278.8,86.68,TRADE,0.08668,,,,
NSW1,2/1/18 17:00,9191.39,83.16,TRADE,0.08316,,,,
NSW1,2/1/18 17:30,9001.98,74.63,TRADE,0.07463,,,,
NSW1,2/1/18 18:00,8929.07,76.69,TRADE,0.07669,,,,
NSW1,2/1/18 18:30,8720.3,80.12,TRADE,0.08012,,,,
NSW1,2/1/18 19:00,8610.79,80.86,TRADE,0.08086,,,,
NSW1,2/1/18 19:30,8474.83,71.84,TRADE,0.07184,,,,
NSW1,2/1/18 20:00,8371.65,79.41,TRADE,0.07941,,,,
NSW1,2/1/18 20:30,8337.88,79.66,TRADE,0.07966,,,,
NSW1,2/1/18 21:00,8133.61,69.37,TRADE,0.06937,,,,
NSW1,2/1/18 21:30,8088.81,68.3,TRADE,0.0683,,,,
NSW1,2/1/18 22:00,7816.8,62.36,TRADE,0.06236,,,,
NSW1,2/1/18 22:30,7736.95,67.48,TRADE,0.06748,,,,
NSW1,2/1/18 23:00,7551.29,66.48,TRADE,0.06648,,,,
NSW1,2/1/18 23:30,7343.45,67.23,TRADE,0.06723,,,,
NSW1,3/1/18 0:00,7176.17,64.82,TRADE,0.06482,,,,
NSW1,3/1/18 0:30,6942.74,59.82,TRADE,0.05982,,,,
NSW1,3/1/18 1:00,6775.6,56.38,TRADE,0.05638,,,,
NSW1,3/1/18 1:30,6495.39,49.35,TRADE,0.04935,,,,
NSW1,3/1/18 2:00,6255.22,49.82,TRADE,0.04982,,,,
NSW1,3/1/18 2:30,6140.19,53.63,TRADE,0.05363,,,,
NSW1,3/1/18 3:00,6075.4,53.14,TRADE,0.05314,,,,
NSW1,3/1/18 3:30,6046.01,54.98,TRADE,0.05498,,,,
NSW1,3/1/18 4:00,6115.91,54.98,TRADE,0.05498,,,,
NSW1,3/1/18 4:30,6241.05,56.23,TRADE,0.05623,,,,
NSW1,3/1/18 5:00,6354.49,57.29,TRADE,0.05729,,,,
NSW1,3/1/18 5:30,6616.59,62.69,TRADE,0.06269,,,,
NSW1,3/1/18 6:00,6846.51,62.87,TRADE,0.06287,,,,
NSW1,3/1/18 6:30,7181.93,65.24,TRADE,0.06524,,,,
NSW1,3/1/18 7:00,7461.36,66,TRADE,0.066,,,,
NSW1,3/1/18 7:30,7729.2,67.35,TRADE,0.06735,,,,
NSW1,3/1/18 8:00,7861.83,67.57,TRADE,0.06757,,,,
NSW1,3/1/18 8:30,8041.58,68.99,TRADE,0.06899,,,,
NSW1,3/1/18 9:00,8077,70.09,TRADE,0.07009,,,,
NSW1,3/1/18 9:30,8077.08,69.92,TRADE,0.06992,,,,
NSW1,3/1/18 10:00,8094.46,69.36,TRADE,0.06936,,,,
NSW1,3/1/18 10:30,8078.4,67.96,TRADE,0.06796,,,,
NSW1,3/1/18 11:00,8048,70.7,TRADE,0.0707,,,,
NSW1,3/1/18 11:30,8012.75,68.48,TRADE,0.06848,,,,
NSW1,3/1/18 12:00,7981.82,72.91,TRADE,0.07291,,,,
NSW1,3/1/18 12:30,7962.27,70.04,TRADE,0.07004,,,,
NSW1,3/1/18 13:00,7953.31,69.41,TRADE,0.06941,,,,
NSW1,3/1/18 13:30,7912.41,69.23,TRADE,0.06923,,,,
NSW1,3/1/18 14:00,7995.47,75.4,TRADE,0.0754,,,,
NSW1,3/1/18 14:30,8092.41,73.62,TRADE,0.07362,,,,
NSW1,3/1/18 15:00,8139.25,72.87,TRADE,0.07287,,,,
NSW1,3/1/18 15:30,8166.93,69.25,TRADE,0.06925,,,,
NSW1,3/1/18 16:00,8208.16,69.34,TRADE,0.06934,,,,
NSW1,3/1/18 16:30,8222.51,68.09,TRADE,0.06809,,,,
NSW1,3/1/18 17:00,8235.15,68.83,TRADE,0.06883,,,,
NSW1,3/1/18 17:30,8098.25,66.81,TRADE,0.06681,,,,
NSW1,3/1/18 18:00,8069.57,64.5,TRADE,0.0645,,,,
NSW1,3/1/18 18:30,7958.95,70.5,TRADE,0.0705,,,,
NSW1,3/1/18 19:00,7876.04,72.31,TRADE,0.07231,,,,
NSW1,3/1/18 19:30,7940.51,74.53,TRADE,0.07453,,,,
NSW1,3/1/18 20:00,7966.69,68.89,TRADE,0.06889,,,,
NSW1,3/1/18 20:30,7799.42,63.51,TRADE,0.06351,,,,
NSW1,3/1/18 21:00,7601.8,61.22,TRADE,0.06122,,,,
NSW1,3/1/18 21:30,7591.55,61.67,TRADE,0.06167,,,,
NSW1,3/1/18 22:00,7508.93,61.28,TRADE,0.06128,,,,
NSW1,3/1/18 22:30,7496.14,61.8,TRADE,0.0618,,,,
NSW1,3/1/18 23:00,7362.91,63.2,TRADE,0.0632,,,,
NSW1,3/1/18 23:30,7180.62,65.25,TRADE,0.06525,,,,
NSW1,4/1/18 0:00,7046.18,64.73,TRADE,0.06473,,,,
NSW1,4/1/18 0:30,6913.03,60.22,TRADE,0.06022,,,,
NSW1,4/1/18 1:00,6696.01,55.2,TRADE,0.0552,,,,
NSW1,4/1/18 1:30,6424.05,47.44,TRADE,0.04744,,,,
NSW1,4/1/18 2:00,6186.67,49.8,TRADE,0.0498,,,,
NSW1,4/1/18 2:30,6054.3,53.52,TRADE,0.05352,,,,
NSW1,4/1/18 3:00,5968.01,53.47,TRADE,0.05347,,,,
NSW1,4/1/18 3:30,5992.93,40.56,TRADE,0.04056,,,,
NSW1,4/1/18 4:00,6027.42,53.18,TRADE,0.05318,,,,
NSW1,4/1/18 4:30,6207.34,53.85,TRADE,0.05385,,,,
NSW1,4/1/18 5:00,6308.43,53.73,TRADE,0.05373,,,,
NSW1,4/1/18 5:30,6590.55,56.7,TRADE,0.0567,,,,
NSW1,4/1/18 6:00,6834.57,58.72,TRADE,0.05872,,,,
NSW1,4/1/18 6:30,7091.77,61.34,TRADE,0.06134,,,,
NSW1,4/1/18 7:00,7344.8,66.79,TRADE,0.06679,,,,
NSW1,4/1/18 7:30,7596.23,63.62,TRADE,0.06362,,,,
NSW1,4/1/18 8:00,7721.55,63.74,TRADE,0.06374,,,,
NSW1,4/1/18 8:30,7890.61,66.89,TRADE,0.06689,,,,
NSW1,4/1/18 9:00,7934.85,67.98,TRADE,0.06798,,,,
NSW1,4/1/18 9:30,7984.07,68.91,TRADE,0.06891,,,,
NSW1,4/1/18 10:00,7930.86,68.78,TRADE,0.06878,,,,
NSW1,4/1/18 10:30,7931.25,67.98,TRADE,0.06798,,,,
NSW1,4/1/18 11:00,7905.96,68.4,TRADE,0.0684,,,,
NSW1,4/1/18 11:30,7863.27,66.02,TRADE,0.06602,,,,
NSW1,4/1/18 12:00,7776.98,65.92,TRADE,0.06592,,,,
NSW1,4/1/18 12:30,7774.78,65.74,TRADE,0.06574,,,,
NSW1,4/1/18 13:00,7854.9,69,TRADE,0.069,,,,
NSW1,4/1/18 13:30,7864.8,64.84,TRADE,0.06484,,,,
NSW1,4/1/18 14:00,7960.95,67.2,TRADE,0.0672,,,,
NSW1,4/1/18 14:30,8032.14,67,TRADE,0.067,,,,
NSW1,4/1/18 15:00,8089.28,67.78,TRADE,0.06778,,,,
NSW1,4/1/18 15:30,8198.19,68,TRADE,0.068,,,,
NSW1,4/1/18 16:00,8368.81,75.71,TRADE,0.07571,,,,
NSW1,4/1/18 16:30,8507.89,76.28,TRADE,0.07628,,,,
NSW1,4/1/18 17:00,8640.31,93.01,TRADE,0.09301,,,,
NSW1,4/1/18 17:30,8564.64,89.73,TRADE,0.08973,,,,
NSW1,4/1/18 18:00,8651.08,86.58,TRADE,0.08658,,,,
NSW1,4/1/18 18:30,8474.83,73.63,TRADE,0.07363,,,,
NSW1,4/1/18 19:00,8343.16,58.97,TRADE,0.05897,,,,
NSW1,4/1/18 19:30,8319.64,63.68,TRADE,0.06368,,,,
NSW1,4/1/18 20:00,8380.63,71.72,TRADE,0.07172,,,,
NSW1,4/1/18 20:30,8171.64,59.77,TRADE,0.05977,,,,
NSW1,4/1/18 21:00,7975.09,59.55,TRADE,0.05955,,,,
NSW1,4/1/18 21:30,7960.97,58.57,TRADE,0.05857,,,,
NSW1,4/1/18 22:00,7762.97,56.77,TRADE,0.05677,,,,
NSW1,4/1/18 22:30,7700.07,61.21,TRADE,0.06121,,,,
NSW1,4/1/18 23:00,7556.06,59.88,TRADE,0.05988,,,,
NSW1,4/1/18 23:30,7397.55,59.33,TRADE,0.05933,,,,
NSW1,5/1/18 0:00,7279.13,56.23,TRADE,0.05623,,,,
NSW1,5/1/18 0:30,7083.12,56.06,TRADE,0.05606,,,,
NSW1,5/1/18 1:00,6876.3,54.99,TRADE,0.05499,,,,
NSW1,5/1/18 1:30,6575.75,55,TRADE,0.055,,,,
NSW1,5/1/18 2:00,6348.74,55,TRADE,0.055,,,,
NSW1,5/1/18 2:30,6191.18,53.38,TRADE,0.05338,,,,
NSW1,5/1/18 3:00,6134.37,55.32,TRADE,0.05532,,,,
NSW1,5/1/18 3:30,6125.26,55,TRADE,0.055,,,,
NSW1,5/1/18 4:00,6190.89,53.65,TRADE,0.05365,,,,
NSW1,5/1/18 4:30,6314.89,57.16,TRADE,0.05716,,,,
NSW1,5/1/18 5:00,6415.11,55.01,TRADE,0.05501,,,,
NSW1,5/1/18 5:30,6690.79,57.12,TRADE,0.05712,,,,
NSW1,5/1/18 6:00,6943.54,59.59,TRADE,0.05959,,,,
NSW1,5/1/18 6:30,7211.47,58.64,TRADE,0.05864,,,,
NSW1,5/1/18 7:00,7461.84,64.62,TRADE,0.06462,,,,
NSW1,5/1/18 7:30,7708.18,60.39,TRADE,0.06039,,,,
NSW1,5/1/18 8:00,7860.93,59.89,TRADE,0.05989,,,,
NSW1,5/1/18 8:30,8039,64.51,TRADE,0.06451,,,,
NSW1,5/1/18 9:00,8076.37,65.33,TRADE,0.06533,,,,
NSW1,5/1/18 9:30,8164.45,65.88,TRADE,0.06588,,,,
NSW1,5/1/18 10:00,8241.28,65.56,TRADE,0.06556,,,,
NSW1,5/1/18 10:30,8302.25,66.88,TRADE,0.06688,,,,
NSW1,5/1/18 11:00,8363.45,65.54,TRADE,0.06554,,,,
NSW1,5/1/18 11:30,8435,63.54,TRADE,0.06354,,,,
NSW1,5/1/18 12:00,8570.02,65.76,TRADE,0.06576,,,,
NSW1,5/1/18 12:30,8684.43,65.25,TRADE,0.06525,,,,
NSW1,5/1/18 13:00,8680.29,65.09,TRADE,0.06509,,,,
NSW1,5/1/18 13:30,8793.46,77.04,TRADE,0.07704,,,,
NSW1,5/1/18 14:00,8980.68,71.44,TRADE,0.07144,,,,
NSW1,5/1/18 14:30,9133.79,73.5,TRADE,0.0735,,,,
NSW1,5/1/18 15:00,9257.67,75.66,TRADE,0.07566,,,,
NSW1,5/1/18 15:30,9383.16,76.17,TRADE,0.07617,,,,
NSW1,5/1/18 16:00,9561.38,91.72,TRADE,0.09172,,,,
NSW1,5/1/18 16:30,9666.12,97.9,TRADE,0.0979,,,,
NSW1,5/1/18 17:00,9727,94.21,TRADE,0.09421,,,,
NSW1,5/1/18 17:30,9567.07,79.48,TRADE,0.07948,,,,
NSW1,5/1/18 18:00,9473.29,69.07,TRADE,0.06907,,,,
NSW1,5/1/18 18:30,9168.98,66.73,TRADE,0.06673,,,,
NSW1,5/1/18 19:00,8970.64,69.56,TRADE,0.06956,,,,
NSW1,5/1/18 19:30,8852.64,70.63,TRADE,0.07063,,,,
NSW1,5/1/18 20:00,8755.71,73.98,TRADE,0.07398,,,,
NSW1,5/1/18 20:30,8589.39,66.24,TRADE,0.06624,,,,
NSW1,5/1/18 21:00,8325.14,65.81,TRADE,0.06581,,,,
NSW1,5/1/18 21:30,8285.98,63.96,TRADE,0.06396,,,,
NSW1,5/1/18 22:00,8054.92,59.37,TRADE,0.05937,,,,
NSW1,5/1/18 22:30,8031.44,61.47,TRADE,0.06147,,,,
NSW1,5/1/18 23:00,7846.27,63.81,TRADE,0.06381,,,,
NSW1,5/1/18 23:30,7630.03,65.02,TRADE,0.06502,,,,
NSW1,6/1/18 0:00,7396.42,61.44,TRADE,0.06144,,,,
NSW1,6/1/18 0:30,7189.5,61.14,TRADE,0.06114,,,,
NSW1,6/1/18 1:00,7007.04,56.04,TRADE,0.05604,,,,
NSW1,6/1/18 1:30,6687.68,53.54,TRADE,0.05354,,,,
NSW1,6/1/18 2:00,6407.55,49.93,TRADE,0.04993,,,,
NSW1,6/1/18 2:30,6204.39,47.86,TRADE,0.04786,,,,
NSW1,6/1/18 3:00,6130.71,50.26,TRADE,0.05026,,,,
NSW1,6/1/18 3:30,6061.08,48.34,TRADE,0.04834,,,,
NSW1,6/1/18 4:00,6089.77,47.76,TRADE,0.04776,,,,
NSW1,6/1/18 4:30,6124.02,54.98,TRADE,0.05498,,,,
NSW1,6/1/18 5:00,6166.93,52.63,TRADE,0.05263,,,,
NSW1,6/1/18 5:30,6252.14,54.51,TRADE,0.05451,,,,
NSW1,6/1/18 6:00,6414.67,49.94,TRADE,0.04994,,,,
NSW1,6/1/18 6:30,6675.19,54.99,TRADE,0.05499,,,,
NSW1,6/1/18 7:00,6905.28,55.09,TRADE,0.05509,,,,
NSW1,6/1/18 7:30,7240.09,56.79,TRADE,0.05679,,,,
NSW1,6/1/18 8:00,7487.92,57.77,TRADE,0.05777,,,,
NSW1,6/1/18 8:30,7789.89,58.62,TRADE,0.05862,,,,
NSW1,6/1/18 9:00,7960.76,59.75,TRADE,0.05975,,,,
NSW1,6/1/18 9:30,8140.16,59.71,TRADE,0.05971,,,,
NSW1,6/1/18 10:00,8314.42,67.74,TRADE,0.06774,,,,
NSW1,6/1/18 10:30,8453.84,65.18,TRADE,0.06518,,,,
NSW1,6/1/18 11:00,8617,56.83,TRADE,0.05683,,,,
NSW1,6/1/18 11:30,8755.61,60.14,TRADE,0.06014,,,,
NSW1,6/1/18 12:00,8970.05,61.6,TRADE,0.0616,,,,
NSW1,6/1/18 12:30,9182.53,65.47,TRADE,0.06547,,,,
NSW1,6/1/18 13:00,9348.39,71.03,TRADE,0.07103,,,,
NSW1,6/1/18 13:30,9556.16,70.26,TRADE,0.07026,,,,
NSW1,6/1/18 14:00,9777.33,73.55,TRADE,0.07355,,,,
NSW1,6/1/18 14:30,9950.25,77.66,TRADE,0.07766,,,,
NSW1,6/1/18 15:00,10157.24,86.7,TRADE,0.0867,,,,
NSW1,6/1/18 15:30,10338.83,89.49,TRADE,0.08949,,,,
NSW1,6/1/18 16:00,10509.42,94.77,TRADE,0.09477,,,,
NSW1,6/1/18 16:30,10578.21,100.03,TRADE,0.10003,,,,
NSW1,6/1/18 17:00,10658.87,94.58,TRADE,0.09458,,,,
NSW1,6/1/18 17:30,10660.05,89.25,TRADE,0.08925,,,,
NSW1,6/1/18 18:00,10657.34,92.52,TRADE,0.09252,,,,
NSW1,6/1/18 18:30,10503.68,93.01,TRADE,0.09301,,,,
NSW1,6/1/18 19:00,10318.27,93.64,TRADE,0.09364,,,,
NSW1,6/1/18 19:30,10093.85,90.67,TRADE,0.09067,,,,
NSW1,6/1/18 20:00,10036.89,83.52,TRADE,0.08352,,,,
NSW1,6/1/18 20:30,9855.58,82.1,TRADE,0.0821,,,,
NSW1,6/1/18 21:00,9528.61,71.18,TRADE,0.07118,,,,
NSW1,6/1/18 21:30,9265.29,71.51,TRADE,0.07151,,,,
NSW1,6/1/18 22:00,8969.26,62.67,TRADE,0.06267,,,,
NSW1,6/1/18 22:30,8730.45,66.2,TRADE,0.0662,,,,
NSW1,6/1/18 23:00,8405.13,63.63,TRADE,0.06363,,,,
NSW1,6/1/18 23:30,8034.19,63.81,TRADE,0.06381,,,,
NSW1,7/1/18 0:00,7729.58,55.05,TRADE,0.05505,,,,
NSW1,7/1/18 0:30,7415.47,63.84,TRADE,0.06384,,,,
NSW1,7/1/18 1:00,7216.02,66.54,TRADE,0.06654,,,,
NSW1,7/1/18 1:30,6899.91,56.17,TRADE,0.05617,,,,
NSW1,7/1/18 2:00,6684.92,54.99,TRADE,0.05499,,,,
NSW1,7/1/18 2:30,6564.1,55,TRADE,0.055,,,,
NSW1,7/1/18 3:00,6513.63,54.32,TRADE,0.05432,,,,
NSW1,7/1/18 3:30,6448.53,55,TRADE,0.055,,,,
NSW1,7/1/18 4:00,6377.96,54.01,TRADE,0.05401,,,,
NSW1,7/1/18 4:30,6374.2,53.65,TRADE,0.05365,,,,
NSW1,7/1/18 5:00,6353.69,50.58,TRADE,0.05058,,,,
NSW1,7/1/18 5:30,6389.83,53.56,TRADE,0.05356,,,,
NSW1,7/1/18 6:00,6489.96,54.98,TRADE,0.05498,,,,
NSW1,7/1/18 6:30,6755.66,54.65,TRADE,0.05465,,,,
NSW1,7/1/18 7:00,7063.49,55.14,TRADE,0.05514,,,,
NSW1,7/1/18 7:30,7481.68,59.75,TRADE,0.05975,,,,
NSW1,7/1/18 8:00,7880.58,64.43,TRADE,0.06443,,,,
NSW1,7/1/18 8:30,8408.23,68.85,TRADE,0.06885,,,,
NSW1,7/1/18 9:00,8904.77,68.76,TRADE,0.06876,,,,
NSW1,7/1/18 9:30,9480.91,69,TRADE,0.069,,,,
NSW1,7/1/18 10:00,9915.59,76.31,TRADE,0.07631,,,,
NSW1,7/1/18 10:30,10297.62,79.51,TRADE,0.07951,,,,
NSW1,7/1/18 11:00,10632.42,84.41,TRADE,0.08441,,,,
NSW1,7/1/18 11:30,10833.18,78.16,TRADE,0.07816,,,,
NSW1,7/1/18 12:00,11019.88,94.91,TRADE,0.09491,,,,
NSW1,7/1/18 12:30,11227.32,95.42,TRADE,0.09542,,,,
NSW1,7/1/18 13:00,11415.44,94.28,TRADE,0.09428,,,,
NSW1,7/1/18 13:30,11538.73,94.55,TRADE,0.09455,,,,
NSW1,7/1/18 14:00,11630.27,96.5,TRADE,0.0965,,,,
NSW1,7/1/18 14:30,11751.71,101.55,TRADE,0.10155,,,,
NSW1,7/1/18 15:00,11883.36,116.13,TRADE,0.11613,,,,
NSW1,7/1/18 15:30,12022.31,124.22,TRADE,0.12422,,,,
NSW1,7/1/18 16:00,12098.5,123.01,TRADE,0.12301,,,,
NSW1,7/1/18 16:30,12084.27,133.41,TRADE,0.13341,,,,
NSW1,7/1/18 17:00,12230.57,146.69,TRADE,0.14669,,,,
NSW1,7/1/18 17:30,12021.05,122.89,TRADE,0.12289,,,,
NSW1,7/1/18 18:00,11788.88,107.37,TRADE,0.10737,,,,
NSW1,7/1/18 18:30,11379.66,96.76,TRADE,0.09676,,,,
NSW1,7/1/18 19:00,11025.88,110.4,TRADE,0.1104,,,,
NSW1,7/1/18 19:30,10699.48,99.37,TRADE,0.09937,,,,
NSW1,7/1/18 20:00,10500.09,91.93,TRADE,0.09193,,,,
NSW1,7/1/18 20:30,10241.09,87.21,TRADE,0.08721,,,,
NSW1,7/1/18 21:00,9788.08,80.59,TRADE,0.08059,,,,
NSW1,7/1/18 21:30,9444.77,75.01,TRADE,0.07501,,,,
NSW1,7/1/18 22:00,9135.71,64.41,TRADE,0.06441,,,,
NSW1,7/1/18 22:30,8828.83,87.88,TRADE,0.08788,,,,
NSW1,7/1/18 23:00,8448.45,80.17,TRADE,0.08017,,,,
NSW1,7/1/18 23:30,8085.12,64.73,TRADE,0.06473,,,,
NSW1,8/1/18 0:00,7890.98,60.75,TRADE,0.06075,,,,
NSW1,8/1/18 0:30,7641.48,75.58,TRADE,0.07558,,,,
NSW1,8/1/18 1:00,7367.35,75.68,TRADE,0.07568,,,,
NSW1,8/1/18 1:30,7000.75,56.93,TRADE,0.05693,,,,
NSW1,8/1/18 2:00,6796.19,54.78,TRADE,0.05478,,,,
NSW1,8/1/18 2:30,6757.94,54.68,TRADE,0.05468,,,,
NSW1,8/1/18 3:00,6714.42,54.84,TRADE,0.05484,,,,
NSW1,8/1/18 3:30,6770.79,54.99,TRADE,0.05499,,,,
NSW1,8/1/18 4:00,6811.19,54.98,TRADE,0.05498,,,,
NSW1,8/1/18 4:30,6962.23,55.28,TRADE,0.05528,,,,
NSW1,8/1/18 5:00,7131.61,61.77,TRADE,0.06177,,,,
NSW1,8/1/18 5:30,7493.16,64.93,TRADE,0.06493,,,,
NSW1,8/1/18 6:00,7893.7,63.52,TRADE,0.06352,,,,
NSW1,8/1/18 6:30,8283.58,65.75,TRADE,0.06575,,,,
NSW1,8/1/18 7:00,8768.46,79.3,TRADE,0.0793,,,,
NSW1,8/1/18 7:30,9117.54,74.86,TRADE,0.07486,,,,
NSW1,8/1/18 8:00,9440.42,79.43,TRADE,0.07943,,,,
NSW1,8/1/18 8:30,9671.71,83.94,TRADE,0.08394,,,,
NSW1,8/1/18 9:00,9837.54,85.4,TRADE,0.0854,,,,
NSW1,8/1/18 9:30,10020.58,84.83,TRADE,0.08483,,,,
NSW1,8/1/18 10:00,10227.82,85.53,TRADE,0.08553,,,,
NSW1,8/1/18 10:30,10390.69,91.44,TRADE,0.09144,,,,
NSW1,8/1/18 11:00,10614.45,99.43,TRADE,0.09943,,,,
NSW1,8/1/18 11:30,10748.03,95.23,TRADE,0.09523,,,,
NSW1,8/1/18 12:00,10882.88,94.34,TRADE,0.09434,,,,
NSW1,8/1/18 12:30,11169.31,103.01,TRADE,0.10301,,,,
NSW1,8/1/18 13:00,11387.35,108.01,TRADE,0.10801,,,,
NSW1,8/1/18 13:30,11694.5,113.84,TRADE,0.11384,,,,
NSW1,8/1/18 14:00,11735.67,108.22,TRADE,0.10822,,,,
NSW1,8/1/18 14:30,11937.04,100.07,TRADE,0.10007,,,,
NSW1,8/1/18 15:00,12087.21,105.34,TRADE,0.10534,,,,
NSW1,8/1/18 15:30,12088.8,98.47,TRADE,0.09847,,,,
